id_inventario;titulo;nombre_autor;fecha_creacion;fondo (cm);ancho (cm);alto (cm);tecnica;tipo;material_base;material_secundario;tematica;estado_patrimonial;usuario;alta;valor_adquisicion(euros)
1002011;ARCA DE MADERA CIRCA 1680;DESCONOCIDO;01.01.1680;459;1223;644;DESCONOCIDA;MUEBLE ARTISTICO;MADERA;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;75127
1002012;ARCA DE MADERA DE ROBLE CIRCA 1680;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002013;SILLON DE MADERA DE ROBLE SIGLO XIX;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;57096
1002014;PRESENTACION DEL HEREDERO AL P?EBLO;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;45076
1002015;VUE GENERALE DE LA VILLA DE LONDRES;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803
1002016;VUE PERSPECTIVA DU PONT DE LA TRENITE;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803
1002017;TITULO DESCONOCIDO;OTAMENDI BARANGUAN, KUTXU;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;300506
1002018;SOMBRA;LAMAS, MENCHU;01.01.1991;0;2000;2200;DESCONOCIDA;PINTURA;TELA;TECNICA MIXTA;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;661113
1002019;TITULO DESCONOCIDO;FIGARI LLOP, DIEGO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;90152
1002020;SHADOW LINE;CLARAMUNT, LUIS;01.01.1991;0;2000;1600;DESCONOCIDA;PINTURA;TELA;OLEO;SIN DEFINIR;Adscrito patrimonial;SERVICIO REGIONAL DE EMPLEO Y FORMA;COMPRAVENTA;570961
1002021;DESNUDO;DOKOUPIL, GEORGE J.;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002022;TITULO DESCONOCIDO;AGUDO CRESPO;01.01.1991;0;1900;2440;DESCONOCIDA;PINTURA;TABLEX;OTROS;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;22538
1002023;GAITERO;CAMPANO;06.08.1990;0;485;695;DESCONOCIDA;PINTURA;PAPEL;TINTA;FIGURATIVO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;240405
1002024;RAZON Y SUE?O DE CABALLOS;TORNE VALLE, GONZALO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002025;FACHADA VIEJA;SALVADOR FERNANDEZ;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002026;COMPOSICION;SAURA SERNA, FRANCISCO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;30051
1002027;CEHEGIN;SALVADOR FERNANDEZ;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002028;TITULO DESCONOCIDO;GARRIGOS MESEGUER, ALFONSO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;30051
1002029;DESFILE DEL ENTIERRO DE LA SARDINA;GARRIGOS MESEGUER, ALFONSO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;30051
1002030;FIGURAS;PARRAGA, JOSE MARIA;DESCONOCIDO;0;0;0;DESCONOCIDA;DIBUJO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;54091
1002031;EL SUE?O DE LA REALIDAD;SALINAS, PACO;DESCONOCIDO;0;0;0;DESCONOCIDA;FOTOGRAFIA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;67914
1002032;TITULO DESCONOCIDO;GARZA,RAMON;DESCONOCIDO;0;650;650;DESCONOCIDA;PINTURA;LINO;OLEO;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;114192
1002033;TITULO DESCONOCIDO;GARZA,RAMON;01.01.1987;0;1950;1950;DESCONOCIDA;PINTURA;LIENZO;OTROS;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;210354
1002034;TITULO DESCONOCIDO;BARNUEVO, MANUEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Baja;SIN DEFINIR;COMPRAVENTA;300506
1002035;PAISAJE;GARZA,RAMON;DESCONOCIDO;0;355;235;DESCONOCIDA;PINTURA;OLEO;TABLEX;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;9015
1002036;TITULO DESCONOCIDO;ROMERA NAVARRO, MARCOS SALVADO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;30051
1002037;TITULO DESCONOCIDO;LUIS M.;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002038;TITULO DESCONOCIDO;VAZQUEZ,A.M.;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1202
1002039;TITULO DESCONOCIDO;ARTIGAS GUILLAMON ,CARMEN;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;54091
1002040;TITULO DESCONOCIDO;PARRAGA, JOSE MARIA;DESCONOCIDO;0;0;0;DESCONOCIDA;OTROS;MADERA;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;165278
1002041;TITULO DESCONOCIDO;PARRAGA, JOSE MARIA;DESCONOCIDO;0;0;0;DESCONOCIDA;OTROS;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;165278
1002042;TITULO DESCONOCIDO;HERNANDEZ CARPE, ANTONIO;01.01.1955;0;6000;8000;DESCONOCIDA;FRESCO;YESO;TEMPLE;COSTUMBRISMO;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002043;TITULO DESCONOCIDO;HERNANDEZ CARPE, ANTONIO;01.01.1955;0;6000;8000;DESCONOCIDA;FRESCO;YESO;TEMPLE;COSTUMBRISMO;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002044;NATURALEZA MUERTA;VIVO, PACO;17.12.1988;0;1000;820;DESCONOCIDA;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;135228
1002045;TITULO DESCONOCIDO;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002046;TITULO DESCONOCIDO;KHAZZOUM;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002047;TITULO DESCONOCIDO;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002048;SIN TITULO (MURAL);VIUDES, VICENTE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803036
1002049;NI?OS JUGANDO;ESCORIAL, CARMEN;DESCONOCIDO;0;0;0;DESCONOCIDA;FRESCO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;601012
1002050;TITULO DESCONOCIDO;PARRAGA, JOSE MARIA;DESCONOCIDO;0;0;0;DESCONOCIDA;FRESCO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;721215
1002051;MANZANAS;PORTILLO, PABLO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;48081
1002052;CABEZA;LUCAS, PEPE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;90152
1002053;EL CIELO DORADO;MARTINEZ MENGUAL, ANTONIO;01.01.1990;0;1955;1300;DESCONOCIDA;PINTURA;OLEO;LIENZO;EXPRESIONISMO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;210354
1002054;CASA DE ESPINARDO;HERNANDEZ CARPE, ANTONIO;DESCONOCIDO;0;500;610;DESCONOCIDA;PINTURA;PAPEL;OTROS;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002055;PUERTA DEL PERDON;HERNANDEZ CARPE, ANTONIO;DESCONOCIDO;0;390;490;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;150253
1002056;PIGMENTOS;GARCIA SILVA, FRANCISCO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;300506
1002057;PUERTA III;CANO HERNANDEZ, PEDRO;DESCONOCIDO;0;1500;2150;DESCONOCIDA;PINTURA;LIENZO;TECNICA MIXTA;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;150253
1002058;TITULO DESCONOCIDO;PARRA, NICOLAS;01.01.1989;0;1055;1300;DESCONOCIDA;PINTURA;TELA;ACRILICO;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002059;TITULO DESCONOCIDO;PARRA, NICOLAS;01.01.1989;0;1300;1300;DESCONOCIDA;PINTURA;TELA;ACRILICO;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002060;TU MISMO;HARO, ANGEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002061;TITULO DESCONOCIDO;CHARRIS, ANGEL MATEO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002062;PERRO;CEBALLOS, TOMY;01.01.1991;0;1205;100;DESCONOCIDA;FOTOGRAFIA;PAPEL;OTROS;ALEGORICA;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;90152
1002063;MEMORIAL DOOR I;MARQUEZ, PABLO;01.01.1990;0;1000;2200;DESCONOCIDA;PINTURA;ALUMINIO;TECNICA MIXTA;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002064;MEMORIAL DOOR II;MARQUEZ, PABLO;01.01.1990;0;1000;2200;DESCONOCIDA;PINTURA;METAL;TECNICA MIXTA;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002065;PERSONAJE I;MARTINEZ LAX;DESCONOCIDO;0;0;0;DESCONOCIDA;ESCULTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002066;PERSONAJE;MARTINEZ LAX;DESCONOCIDO;0;0;0;DESCONOCIDA;ESCULTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002067;BA?ISTA;MARTINEZ LAX;01.01.1990;135;300;200;DESCONOCIDA;ESCULTURA;MARMOL;BARRO;FIGURATIVO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;210354
1002068;TITULO DESCONOCIDO;NIETO, ENRIQUE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;48081
1002069;(AMANECER) PAISAJE DEL MAR MENOR;NIETO, ENRIQUE;01.01.1990;0;810;650;DESCONOCIDA;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;129218
1002070;MADONNA;NIETO, ENRIQUE;01.01.1990;730;920;0;DESCONOCIDA;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;129218
1002071;PORSCHE 956 CON FIGURAS;BALLESTER, ANTONIO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;901518
1002072;UNA CENA CON...;PARRA, LEANDRO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;22538
1002073;LA EDAD POSIBLE;CEREZO MONTILLA, FRANCISCO;01.01.1989;0;970;1290;DESCONOCIDA;PINTURA;LIENZO;OLEO;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;105177
1002074;TITULO DESCONOCIDO;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002075;LA GACETA DEL ETNA;CHARRIS, ANGEL MATEO;DESCONOCIDO;0;2000;1500;DESCONOCIDA;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;300506
1002076;TITULO DESCONOCIDO;TAPIES, ANTONI;DESCONOCIDO;0;553;750;DESCONOCIDA;OBRA GRAFICA;PAPEL;OTROS;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;105177
1002077;TITULO DESCONOCIDO;ARROYO;01.01.1987;0;553;750;DESCONOCIDA;OBRA GRAFICA;PAPEL;OTROS;SIMBOLICO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;42071
1002078;TITULO DESCONOCIDO;SAURA, ANTONIO;DESCONOCIDO;0;750;545;DESCONOCIDA;OBRA GRAFICA;PAPEL;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;45076
1002079;BODEGON;CANOVAS;DESCONOCIDO;0;660;440;DESCONOCIDA;PINTURA;PAPEL;PASTEL;BODEGON;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;51086
1002080;TITULO DESCONOCIDO;BARNUEVO, MANUEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002081;TITULO DESCONOCIDO;DESCONOCIDO;DESCONOCIDO;0;3755;535;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002082;PUERTO LUMBRERAS;GOMEZ CANO, CARLOS;01.01.1978;0;720;640;DESCONOCIDA;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002083;PAISAJE URBANO;PARDO, PEDRO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;90152
1002084;GRABADO SIGLO XIX;HAIG.A.H.;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;27046
1002085;EL COSMOS;GUIRAO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;36061
1002086;TITULO DESCONOCIDO;GUIRAO;DESCONOCIDO;0;220;1230;DESCONOCIDA;ESCULTURA;MARMOL;BRONCE;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002087;TITULO DESCONOCIDO;DESCONOCIDO;DESCONOCIDO;220;350;300;DESCONOCIDA;PINTURA;ESCAYOLA;;FIGURATIVO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;60101
1002088;TAXIDERMIA;LINARES, ESTEBAN;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;135228
1002089;TITULO DESCONOCIDO;GARCIA SILVA, FRANCISCO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;78132
1002090;TITULO DESCONOCIDO;BARBA;01.01.1986;0;2215;1460;DESCONOCIDA;PINTURA;MADERA;OTROS;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;60101
1002091;PUENTE VIEJO;CEREZO, ZACARIAS;01.01.1986;0;305;240;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803
1002092;LA CATEDRAL VISTA DESDE EL MALECON;CEREZO, ZACARIAS;01.01.1986;0;300;240;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803
1002093;LA RUEDA;CEREZO, ZACARIAS;01.01.1986;0;340;440;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002094;VIRGEN DE LOS PELIGROS;CEREZO, ZACARIAS;01.01.1986;0;320;400;DESCONOCIDA;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002095;COBIJO;HERNANSAEZ DE DIOS, ANGEL;01.01.1990;240;200;300;DESCONOCIDA;PINTURA;PIEDRA;BRONCE;FIGURATIVO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;180304
1002096;PAISAJE DE INVIERNO;HERNANSAEZ DE DIOS, ANGEL;01.01.1990;0;680;485;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002097;EL SOL EN CENTRAL PARK STOUTH;CHARRIS, ANGEL MATEO;01.01.1990;0;145;625;DESCONOCIDA;PINTURA;MADERA;ACRILICO;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002098;MOTOR PORSCHE 928;BALLESTER, ANTONIO;01.01.1990;0;1920;1640;DESCONOCIDA;PINTURA;ACUARELA;CARBONCILLO;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002099;BRUJA II (GOLPE FISICO);CEBALLOS, TOMY;01.01.1990;0;2030;1560;DESCONOCIDA;FOTOGRAFIA;PAPEL;OTROS;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;0
1002100;TITULO DESCONOCIDO;HARO, ANGEL;01.01.1988;0;2600;1950;DESCONOCIDA;PINTURA;LIENZO;OTROS;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;240405
1002101;TITULO DESCONOCIDO;STILES, PAUL;01.01.1990;0;640;240;DESCONOCIDA;PINTURA;PAPEL;TECNICA MIXTA;SIN DEFINIR;Baja;SIN DEFINIR;COMPRAVENTA;0
1002102;TITULO DESCONOCIDO;STILES, PAUL;05.08.1990;0;640;240;DESCONOCIDA;PINTURA;PAPEL;TECNICA MIXTA;SIN DEFINIR;Baja;SIN DEFINIR;COMPRAVENTA;0
1002103;TITULO DESCONOCIDO;STILES, PAUL;01.01.1990;0;650;240;DESCONOCIDA;PINTURA;PAPEL;TECNICA MIXTA;SIN DEFINIR;Baja;SIN DEFINIR;COMPRAVENTA;0
1002104;TITULO DESCONOCIDO;FERNANDEZ SAURA, ANGEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002105;TITULO DESCONOCIDO;FERNANDEZ SAURA, ANGEL;01.01.1998;0;560;420;DESCONOCIDA;FOTOGRAFIA;PAPEL;OTROS;RETRATO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;45076
1002106;TITULO DESCONOCIDO;FERNANDEZ SAURA, ANGEL;01.01.1988;0;560;420;DESCONOCIDA;FOTOGRAFIA;PAPEL;OTROS;RETRATO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;45076
1002107;LA CASA DE LA CALLE 10;FERNANDEZ SAURA, ANGEL;01.01.1988;0;250;180;DESCONOCIDA;PINTURA;PAPEL;OTROS;COSTUMBRISMO;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002108;TITULO DESCONOCIDO;FERNANDEZ SAURA, ANGEL;01.01.1988;0;565;420;DESCONOCIDA;FOTOGRAFIA;PAPEL;OTROS;RETRATO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;45076
1002109;DESAYUNO EN LA CALLE 10;FERNANDEZ SAURA, ANGEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002110;VIDA D? INES DE CASTRO (13-FEBRERO-1863);PEREIRA, M.C.A.;DESCONOCIDO;0;0;0;DESCONOCIDA;TAPIZ;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002111;VIDA DE D? INES DE CASTRO (21-DIC.-1863);PEREIRA, M.C.A.;DESCONOCIDO;0;0;0;DESCONOCIDA;TAPIZ;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;120202
1002112;ANGELES;NIETO, ENRIQUE;01.01.1990;0;730;920;DESCONOCIDA;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;150253
1002113;MAR MENOR;NIETO, ENRIQUE;01.01.2000;0;810;650;DESCONOCIDA;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;105177
1002114;COSTURERAS II;REYES GUILLEN, J.;01.01.1952;0;240;320;DESCONOCIDA;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;21035
1002115;NOCTURNO;NIETO, ENRIQUE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;150253
1002116;CABO DE PALOS;NIETO, ENRIQUE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;105177
1002117;BALNEARIO;VALENCIANO, CARLOS;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;30051
1002118;DESGUACE;PARDO, PEDRO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;57096
1002119;MAR MENOR;NIETO, ENRIQUE;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;240405
1002120;BANCO S. XVII;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;87147
1002121;SILLON DE ROBLE S. XIX;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;49583
1002122;SILLON S. XIX;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;49583
1002123;ENTREDOS 1661 Y 1707;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;96162
1002124;JOVEN CON TURBANTE;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;48081
1002125;ESCENA MILITAR S. XVIII (GRABADO);DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;27046
1002126;ESCENA FAMILIAR (GRABADO);DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;GRABADO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;1803
1002127;TITULO DESCONOCIDO;BALLESTER NAVARRO, MARIANO;01.01.1965;0;2120;2460;DESCONOCIDA;MOSAICO;;MARMOL;COMPOSICION;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;2103542
1002128;PAISAJE;MARTINEZ LOZANO;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0
1002129;AUTORETRATO - REVERSO DE ARLEQUIN;PINA NORTES, ?NGEL;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;60101
1002130;PAISAJE;VALENCIANO, CARLOS;DESCONOCIDO;0;0;0;DESCONOCIDA;PINTURA;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;48081
1002131;TITULO DESCONOCIDO;DESCONOCIDO;01.01.1700;0;410;550;DESCONOCIDA;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;75127
1002132;TITULO DESCONOCIDO;DESCONOCIDO;01.01.1700;0;410;550;DESCONOCIDA;PINTURA;OLEO;LIENZO;RETRATO;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;75127
1002133;BANCO DE MADERA DE ROBLE SIGLO XVII;DESCONOCIDO;DESCONOCIDO;0;0;0;DESCONOCIDA;MUEBLE ARTISTICO;;;SIN DEFINIR;Alta patrimonial;SIN DEFINIR;COMPRAVENTA;144243
