id_inventario,titulo,nombre_autor,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
1001690,SALUDO,"PEREZ MARTINEZ, AURELIO",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
1001691,PASTORES DEL DESIERTO I,"TORRES LLAMAS, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
1001692,PASTORES DEL DESIERTO II,"TORRES LLAMAS, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
1001693,PASTORES DEL DESIERTO III,"TORRES LLAMAS, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
1001694,PASTORES DEL DESIERTO IV,"TORRES LLAMAS, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
1001695,PASTORES DEL DESIERTO S/T V,"TORRES LLAMAS, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
1001722,A MARIO BENEDETTI,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001723,EL FIN DEL VIAJE,EMILIO PASCUAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001724,TITULO DESCONOCIDO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001749,COMO SACARLE PARTIDO A LA VIDA,SAENZ LLORENTE,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001751,MOSQUETERO,"ATALAYA, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001752,MARINA,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001753,LA PRESENTACION DEL NI�O MOISES A LA ...,WILLIAMS HOUGURT Y LUKE SULLIV,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1001754,CATEDRAL DE AMIENS,HAIG.A.H.,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001755,TITULO DESCONOCIDO,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001760,FRENTE A UN PANORAMA QUE NO ME PERTENE..,"CORTILS, EDUARDO",0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1001767,HOMENAJE A JUAN RULFO,"PEREZ MARTINEZ, AURELIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001768,TITULO DESCONOCIDO,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001769,TITULO DESCONOCIDO,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001770,CONCIERTO BARROCO,"HERNANSAEZ DE DIOS, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001771,LA LLUVIA Y EL POETA,"MARTINEZ MENGUAL, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001772,EL PAPA VERDE MAYARI,"MOLINA SANCHEZ, LUIS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001773,SOR INES DE LA CRUZ,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001774,ESFERA Y GOLONDRINAS,SANCHEZ M.,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001775,AUSENCIAS,CRESPO FOIX,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001776,CALLE TIPICA,"JEREZ FERNANDEZ, TOMAS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001777,MARRANERA,"BETANCURT, JUAN JOSE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001778,VARADERO,"ALARCON TUDELA, JOSE",0.0,22.5,33.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,MARINA
1001779,PAISAJE CON MONTA�A,"BETANCURT, JUAN JOSE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001780,PAISAJE,"LOPEZ RODRIGUEZ, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001781,CUEVAS DEL SACROMONTE,MARTINEZ HITA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001782,DESVAN,"NAVARRO, CARMEN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001783,CALLE MORERIA,"ORTEGA, JOSE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001784,CUPULA,"CEREZO MONTILLA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001785,NATURA MORTA,"CEREZO MONTILLA, FRANCISCO",0.0,90.0,63.5,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,COMPOSICION
1001786,BODEGON,"VILLAJOS, CONCHI",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001787,ALEGRIA,"TOVAR,JOSEFA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001788,TITULO DESCONOCIDO,BASI ALONS Y CONSUELO TARRAGA,0.0,0.0,0.0,DESCONOCIDA,DIBUJO,,,SIN DEFINIR
1001789,TITULO DESCONOCIDO,"MARTINEZ MENGUAL, ANTONIO",0.0,68.5,98.5,DESCONOCIDA,ESCULTURA,PAPEL,ACRILICO,COMPOSICION
1001790,TORSO,"MIRETE, DIEGO",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001792,ZIGURAT,BLAYA REYES,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001793,TITULO DESCONOCIDO,CHAFER BIXQUERT,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001794,ENTIDADES SUTILES,"CUESTA VALERA, SALOME",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001797,ESPACIO Y TIEMPO SONORO,"ORTU�O MENGUAL, PEDRO",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001799,ESPACIO INTERIOR,"MARTINEZ TORRES, ANTONIO",30.0,26.0,25.0,DESCONOCIDA,ESCULTURA,HIERRO,ACERO,SIN DEFINIR
1001817,VALLE,"BAS,PEDRO",0.0,76.0,55.4,DESCONOCIDA,PINTURA,MADERA,ACRILICO,PAISAJE
1001821,MANOLETE,"SAENZ, CARMEN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001822,FLORES,SIXTO BLASCO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001823,FLORES,SIXTO BLASCO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001824,DESNUDO,SANCHEZ ABRIL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001825,"NO, CINCO VECES","PINA RUIZ, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001826,ESTUDIO DE FIGURAS AL AIRE LIBRE,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001827,ESTUDIO DE FIGURAS AL AIRE LIBRE,"BARNUEVO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001828,TITULO DESCONOCIDO,"LINARES, ESTEBAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001829,TITULO DESCONOCIDO,WILLI RAMOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001830,LA TARDE AZUL,"MARTINEZ MENGUAL, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001831,TITULO DESCONOCIDO,"MARTINEZ MENGUAL, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001832,TITULO DESCONOCIDO,"MARTINEZ MENGUAL, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001833,TITULO DESCONOCIDO,"LINARES, ESTEBAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001834,TITULO DESCONOCIDO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001835,TITULO DESCONOCIDO,WILLI RAMOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001836,TITULO DESCONOCIDO,"LINARES, ESTEBAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001838,FLORES,"MARTINEZ, C.",0.0,35.0,24.0,DESCONOCIDA,PINTURA,,,COMPOSICION
1001841,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001842,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001843,SERIE FLORAL,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001844,SERIES FLORALES DE INTERPRET. ABASTRACTA,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001845,SERIE FLORAL,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001846,SERIE FLORAL,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001847,SERIE FLORAL,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001852,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001853,LORCA DESDE LA SRA. DE LA ALMENARA,"RUIZ, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001854,TITULO DESCONOCIDO,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001855,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001856,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001857,KAMARRUPA,"ROS, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001858,MINEROS,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001859,ENSO�ACION,"SALAS, PILAR",0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
1001860,AUTORRETRATO DE VAN GOGH,"SORIANO TALAVERA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
1001861,EL RIO,"SERNA VERDU, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001862,PAISAJE DE MURCIA,SOBEJANO,0.0,0.0,0.0,DESCONOCIDA,DIBUJO,,,SIN DEFINIR
1001863,SENADORES,"SORIANO TALAVERA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
1001864,HUERTA DE BLANCA,"SERNA VERDU, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001865,PAISAJE,"SERNA VERDU, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001866,OJOS,"SERNA VERDU, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001867,LINGERIG BELOW,"TAYLOR, ANN",0.0,86.0,88.0,DESCONOCIDA,PINTURA,PAPEL,LIENZO,PAISAJE
1001868,TITULO DESCONOCIDO,TEO,0.0,120.0,120.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,SIN DEFINIR
1001869,VENDIMIA,"VALERA, CEFERINO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001870,VENDIMIA,"VALERA, CEFERINO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001871,TITULO DESCONOCIDO,DESCONOCIDO,0.0,82.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
1001872,NOCTAMBULOS,"BRIASCO, VICTORIANO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001873,ALEGORIA MEDITERRANEA,"LUCAS, PEPE",0.0,855.0,220.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
1001874,REFLEXION PARA UN SUE�O MEDITERRANEO,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001875,MUCHACHA,"SORIANO TALAVERA, ANTONIO",0.0,32.0,70.0,DESCONOCIDA,ESCULTURA,MADERA,SIN DEFINIR,FIGURATIVO
1001876,MUJER RECOSTADA,"SORIANO TALAVERA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
1001877,MADRE,"SORIANO TALAVERA, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
1001878,MATERNIDAD,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001879,LA MANGA DEL MAR MENOR,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001880,TITULO DESCONOCIDO,"PALAO, M.",0.0,100.0,73.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1001881,TITULO DESCONOCIDO,"PALAO, M.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001882,FLORES,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001883,SOLEDAD,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001884,PAISAJE DE LA SIERRA DE EL GABAR,"RUIZ, VICENTE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001885,CABALLOS DEL VINO (CARAVACA),MUHER,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001886,PAYASO ALEGRE,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001887,MARINA,"MARTINEZ MENGUAL, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001888,BARCA VARADA,"NAVARRO, GABRIEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001889,PAISAJE,"LOZANO, LUIS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001890,MONTES SEMBRADOS,"MONTEAGUDO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001891,TITULO DESCONOCIDO,"PARRAGA, JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001892,CABALLO DE BASTOS,"PARRAGA, JOSE MARIA",0.0,45.0,80.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COMPOSICION
1001893,PLAZA DE LOS HEROES DE CAVITE,"BRAQUEHAIS,RAFAEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001894,"TORRES DE SAN NICOLAS MURCIA,CUESTA DENA","CANOVAS SALA, FRANCISCO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001895,PAISAJE,JIMENEZ ASENSIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001896,MATERNIDAD,"VALERA, CEFERINO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001897,RINCON DE ESTUDIO,"CARRASCO JIMENO,JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001898,PAISAJE CON FIGURAS,"PINA NORTES, �NGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001899,TITULO DESCONOCIDO,"PALAO, M.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001900,TITULO DESCONOCIDO,"PALAO, M.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001901,AUTORRETRATO,"PALAO, M.",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001902,ARANDANO ROJO,"PASTOR, LUIS MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001903,TITULO DESCONOCIDO,"ROJO MARTIN, CHARO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001904,CUANTO AMO A VALLE-INCLAN,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001905,SALUDANDO A BERTOLI BRENCHT,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001906,ASI VEIA CERVANTES A DULCINEA,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001907,PERSONAJE PARA UNA REPRESENTACION,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001908,FIESTA SIMBOLO Y PAGANISMO,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001909,HOMENAJE A LA TRADICION Y AL SIMBOLO,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001910,FIESTA SIMBOLO Y PAGANISMO,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001911,HOMENAJE A KAFKA,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001912,PRIMER MOVIMIENTO PARA UN PAISAJE,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001913,FIESTA SIMBOLO Y PAGANISMO,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001914,TITULO DESCONOCIDO,"LOPEZ, CONCHI",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001915,CALLE MAYOR,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001916,LA FLOR DE LA CA�A,"MOLINA SANCHEZ, JOSE ANTONIO",0.0,50.0,61.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
1001917,TITULO DESCONOCIDO,"ROMERA NAVARRO, MARCOS SALVADO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001918,MUJER CON FLORES,"MOLINA SANCHEZ, JOSE ANTONIO",0.0,54.0,73.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
1001919,LORCA,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001920,SANTUARIO VIRGEN DE LAS HUERTAS,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001921,EL RAYO AMARILLO,"MOLINA SANCHEZ, JOSE ANTONIO",0.0,130.0,89.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
1001922,PAISAJE,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001923,MASCARAS,"MORALES, SOFIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001924,MASCARAS,"MOLINA SANCHEZ, JOSE ANTONIO",0.0,81.0,65.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
1001925,TITULO DESCONOCIDO,NAVARRO CARRETERO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001926,EN TORNO A LA VIEJA CATEDRAL,"MU�OZ BARBERAN, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001927,ANGELES,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001928,NOCTURNO,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001929,CABEZA DE ANGEL,"NIETO, ENRIQUE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001930,TITULO DESCONOCIDO,"CORONADO, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001931,ENTRADA,"CANO HERNANDEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001932,OTO�O VERTICAL,"EVANGELISTA, JUAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001933,IGLESIA (TRAFALGAR SQUARE),"FLORES, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001934,AUTORRETRATO,"FLORES, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001935,MUJER,"GONZALEZ, MARCOS",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001936,JARRA DE ALCORA,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001937,MUJER SENTADA,"GONZALEZ, MARCOS",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001938,MUJER EN BRONCE,"GONZALEZ MORENO, JUAN",0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1001939,BODEGON CON ABANICO,"GAYA, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001940,APROXIMACION AL SOL,"GARCIA, IGNACIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001941,BODEGON DE FLORES,"GOMEZ CANO, ANTONIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001942,FOSO,"HARO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001943,CAZORLA,"HARO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001944,PENTIMIENTO,"HARO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001945,SOMBRAS,"HARO, ANGEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001946,PAISAJE,JIMENEZ ASENSIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001947,PAISAJE,"JIMENEZ ASENSIO, JUAN",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001948,TITULO DESCONOCIDO,JORQUERA MINGUEZ,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001949,"FIESTA, SIMBOLO Y PAGANISMO","LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001950,PERSONAJE DEL SURESTE,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001951,OTO�O MURCIANO,"LOPEZ, IGNACIO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001952,"FIESTA, SIMBOLO Y PAGANISMO (BOCETO)","LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001953,FIGURA MEDITERRANEA,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001954,CON LA SALIDA DEL ALBA,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001955,PERSONAJE PARA TRIO MUSICAL,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001956,TITULO DESCONOCIDO,"KAZARIN, VICTOR",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001957,TITULO DESCONOCIDO,"SANCHEZ LOPEZ, PEDRO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001958,ALEGORIA,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001959,LA PLURALIDAD DEMOCRATICA SOSTENIENDO...,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001960,LA LIBERTAD,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001961,PAISAJE,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001962,EJERCICIO DE MEMORIA,"ADALID, LUIS",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001963,ARENAS,"ALONSO LUZZY, RAMON",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001964,PAISAJE,"AVELLANEDA, MANUEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001965,OCASO EN EL PUERTO,"BALLESTER NAVARRO, MARIANO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001966,EN LA CALLE,"BARCELO, JOSE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001967,TRES MUJERES,"LUCAS, PEPE",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001968,MUCHACHO,"BRAQUEHAIS,RAFAEL",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001969,MANCHA FLORAL,CAPARROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001970,PUENTE VIEJO DE MURCIA,"CEREZO, ANGELES",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1001971,MANTEL CON FRUTOS,"CARRASCO JIMENO,JOSE MARIA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
