N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1002640;PAISAJE;"SEGURA CLEMENTE, MANUEL";01.01.1953;0;83;60;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;510.86
1002641;RETRATO DE NI�A CON JAULA;"SEGURA CLEMENTE, MANUEL";01.01.1956;0;64;80;;PINTURA;LIENZO;OLEO;RETRATO;Adscrito patrimonial;INSTITUTO DE FOMENTO DE LA REGION D;COMPRAVENTA;781.32
1002642;EL CUIDO DEL GUSANO DE SEDA EN LA HUERTA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002643;ADORACION DE LA EUCARISTIA POR LOS ANGEL;ANONIMO;;0;103.5;139;;PINTURA;LIENZO;OLEO;RELIGIOSA;Baja;;COMPRAVENTA;180303.63
1002644;BARCO EN PUERTO;"VERA, J.";;0;20;12;;PINTURA;LIENZO;OLEO;MARINA;Alta patrimonial;;COMPRAVENTA;90.15
1002645;LA MURGA EN CARNAVAL;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002646;CAIDA;"DUARTE, GUILLERMO";01.01.1976;0;101;81;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;360.61
1002647;LOS LIMPIABOTAS EN LA TRAPERIA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002648;SANTO ATENDIENDO A UN MURIBUNDO;ANONIMO;;0;86;122;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;2103.54
1002649;LA PESCADERIA VIEJA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002650;RETRATO DE JOVEN;"DUARTE, GUILLERMO";01.01.1976;0;38;46;;PINTURA;LIENZO;OLEO;RETRATO;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1002651;LA FLORERAS DE SAN PEDRO;"FLORES, PEDRO";;0;38;46;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002652;VISTA DE LA CATEDRAL;"DUARTE, GUILLERMO";01.01.1976;0;46;55;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;300.51
1002653;ANTE EL GRAN CAPITAL UNIDAD POPULAR;"FRANCO, ALEJANDRO";;0;170;130;;PINTURA;OTROS;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2103.54
1002654;PLAZA DE BELLUGA;"FUENTES, LUIS";01.01.2028;0;58.5;91.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;450.76
1002655;ALEGORIA A LA CONQUISTA DE MURCIA;ANONIMO;01.01.1600;0;210;270;;PINTURA;LIENZO;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;9015.18
1002656;ADORACION DE LOS REYES;SENEN VILA;01.01.1690;0;44.5;54.5;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;18030.36
1002657;PAISAJE DE INVIERNO;"FUENTES, LUIS";;0;50;65;;PINTURA;TABLEX;OLEO;PAISAJE;Adscrito patrimonial;AGENCIA TRIBUTARIA DE LA REGION DE;COMPRAVENTA;450.76
1002658;SECANDO LA HIJUELA;"SANZ FARGAS, J.";01.01.2028;0;272;135;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Cedido patrimonial;FUNDACI�N CAJAMURCIA;COMPRAVENTA;12621.25
1002659;BOLAS EN AZUL;SARTELLA;01.01.1978;0;65;81.5;;PINTURA;LIENZO;OLEO;FIGURATIVO;Adscrito patrimonial;SERVICIO REGIONAL DE EMPLEO Y FORMA;COMPRAVENTA;601.01
1002660;INTERIOR CON MESA CAMILLA;"SAURA MIRA, FULGENCIO";01.01.1944;0;32;37;;PINTURA;OTROS;OLEO;GENERO;Alta patrimonial;;COMPRAVENTA;601.01
1002661;CALLE DE MONTEAGUDO;"VALVERDE CANOVAS, MIGUEL";;0;42;31;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;450.76
1002662;DIA GRIS EN LA SIERRA;"SAURA MIRA, FULGENCIO";;0;44;30;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;300.51
1002663;PAISAJE CON RUINAS ANTIGUAS;ANONIMO;01.01.1600;0;190;140;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;7813.16
1002664;PAISAJE;"SAURA MIRA, FULGENCIO";;0;60;50;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;450.76
1002665;VISTA DE LA FUENSANTA;"SAURA PACHECO, FULGENCIO";;0;58;48;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;480.81
1002666;AUTORETRATO;"VALVERDE CANOVAS, MIGUEL";01.01.1951;0;33.5;41.8;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;1803.04
1002667;VENTA DE LA HIJUELA EN EL CONTRASTE;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002668;PAISAJE CON RUINAS ANTIGUAS;ANONIMO;01.01.1600;0;190;140;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;7813.16
1002669;JARRON DE CRISANTEMOS;"SAURA PACHECO, FULGENCIO";;0;59;68;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;510.86
1002670;RETRATO DE HOMBRE;"VALVERDE CANOVAS, MIGUEL";01.01.1959;0;38;52.5;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;0.00
1002671;EL BANDO DE LA HUERTA;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002672;GENTE;CHIPIOLA;;0;40.5;44;;PINTURA;OTROS;ACUARELA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;300.51
1002673;PAISAJE CON ARBOLES Y RIO;DESCONOCIDO;;0;61;47;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002674;PAISAJE DE LA FUENSANTA;"SAURA PACHECO, FULGENCIO";;0;34.5;47;;PINTURA;OTROS;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;420.71
1002675;EL ESQUILADOR;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002676;PAISAJE DE OTO�O;"SAURA MIRA, FULGENCIO";;0;54;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;450.76
1002677;"L,ESCALA COSTA BRAVA";"CIRICI PELLICER, MARIA";;0;45.5;54.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;240.40
1002678;VISTA DE PORTMAN;DESCONOCIDO;;0;36;26;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;90.15
1002679;PINTOR Y MODELO;"SAURA PACHECO, FULGENCIO";;0;106.5;130.5;;PINTURA;LIENZO;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;1202.02
1002680;LOS BOLOS;"FLORES, PEDRO";;0;55;38;;PINTURA;LIENZO;OLEO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;7813.16
1002681;JARRON CON FLORES;"CONEJO, ANDRES";;0;46;55;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;300.51
1002682;CALLE DE FORNELLS (MENORCA);"ALMELA COSTA, JOSE MARIA";;0;101;91;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;7212.15
1002683;MANZANAS;DELGADO;01.01.1952;0;60;32;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;300.51
1002684;COMPOSICION;"ROMERA NAVARRO, MARCOS SALVADO";01.01.1980;0;150;122;;PINTURA;OTROS;ACRILICO;;Alta patrimonial;;COMPRAVENTA;1051.77
1002685;"FLORES, GOLONDRINA, HOMBRE";SANCHEZ M.;01.01.1975;0;33;41;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;60.10
1002686;GRANADAS;DELGADO;01.01.1951;0;45;38;;PINTURA;TABLEX;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;240.40
1002687;JARRON DE FLORES;"VALVERDE CANOVAS, MIGUEL";;0;49;60;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;901.52
1002688;PAISAJE;"ALMELA COSTA, JOSE MARIA";01.01.2027;0;126.5;111;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;9015.18
1002689;ODIO;SANCHEZ M.;01.01.1974;0;46;53;;PINTURA;TABLEX;OLEO;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;120.20
1002690;RETRATO DE MUJER;"ALMELA COSTA, JOSE MARIA";;0;35;45;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;3606.07
1002691;BUSTO FEMENINO;"SANCHEZ AZPARREN, J.L.";01.01.1968;0;50;61;;PINTURA;LIENZO;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;0.00
1002692;PAISAJE;"SANCHEZ AZPARREN, J.L.";;0;92;73.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;721.21
1002693;PAISAJE DEL SENA;"ALMELA COSTA, JOSE MARIA";01.01.2028;0;55;45;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;4507.59
1002694;MESA DE TRABAJO;"SANCHEZ AZPARREN, J.L.";01.01.1985;0;170;122;;PINTURA;LIENZO;OLEO;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1502.53
1002695;SAN FRANCISCO;"ALMELA COSTA, JOSE MARIA";01.01.1953;0;61;90;;PINTURA;LIENZO;OLEO;RELIGIOSA;Alta patrimonial;;COMPRAVENTA;2704.55
1002696;CASAS VIEJAS;"VALVERDE CANOVAS, MIGUEL";01.01.1953;0;38.5;28;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;300.51
1002697;BODEGON;"ALONSO LUZZY, RAMON";01.01.1953;0;61;50;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;3606.07
1002698;PUEBLO LEVANTINO;SANCHEZ MORATINOS;01.01.2029;0;70;50;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;180.30
1002699;VISTA DE PUEBLO;"ALONSO LUZZY, RAMON";;0;65;54;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;4207.08
1002700;FLORES;"SANCHEZ PICAZO, PEDRO";;0;92;56.7;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;8414.17
1002701;BOLNUEVO CIUDAD ENCANTADA;SANJO;01.01.1979;0;33;28;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;60.10
1002702;CASA JUNTO AL CALVARIO DE ALHAMA;SANJO;01.01.1976;0;45;36;;PINTURA;TABLEX;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;72.12
1002703;DUNAS;"ALONSO LUZZY, RAMON";;0;46;33;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;2404.05
1002705;BODEGON CON RETRATO DE FAMILIA;"CANO HERNANDEZ, PEDRO";01.01.1967;0;60;67.5;;PINTURA;LIENZO;OLEO;BODEGON;Alta patrimonial;;COMPRAVENTA;7212.15
1002706;PLAZA DEL AYUNTAMIENTO DE YECLA;RICO LOPEZ;01.01.1964;0;100;72;;PINTURA;OLEO;LIENZO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1502.53
1007454;SIN TITULO;DESCONOCIDO;;0;0;0;;PINTURA;METAL;;;Alta patrimonial;;COMPRAVENTA;1202.02
1037320;MIERCOLES SANTO;BURGUE�O;;0;0;0;;PINTURA;;ACUARELA;;Alta patrimonial;;COMPRAVENTA;270.46
1037623;CAZA;"MOLINA SANCHEZ, LUIS";01.01.1994;0;98;73;;PINTURA;OLEO;TABLEX;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1021.72
1037624;BODEGON CON PLANCHA;"MOLINA SANCHEZ, LUIS";01.01.1994;0;53;42;;PINTURA;OLEO;TABLEX;;Alta patrimonial;;COMPRAVENTA;661.11
1038994;SIN TITULO;"MORENO FERRER, FELICIDAD";01.01.1996;0;140;220;;PINTURA;TELA;OLEO;;Alta patrimonial;;COMPRAVENTA;3606.07
1038995;SIN TITULO;"MACIAS, LUIS";01.01.1996;0;37;180;;PINTURA;ACRILICO;TELA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;2163.64
1038996;CONFIANZA;"COLLINS, HANNAH";;0;220;165;;FOTOGRAFIA;PAPEL;TABLERO AGLOMERADO/CONTRACHAP.;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;5108.60
1038997;SIN TITULO;"MUNIATEGIANDIKOETXEA MARKIEGI,";;3;183;200;;PINTURA;ACRILICO;LINO;;Alta patrimonial;;COMPRAVENTA;3005.06
1038998;SIN TITULO;"GARCIA, CONCHA";;5;208;17;;ESCULTURA;MADERA;ESCAYOLA;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;1352.28
1038999;SIN TITULO;ORIOL VILLAPUIG;;0;260;195;;PINTURA;OLEO;TELA;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2554.30
1039000;(L PESO DE LA VIDA;"TORMO FERNANDEZ, AMPARO";;51;51;256;;ESCULTURA;HIERRO;;EXPRESIONISMO;Alta patrimonial;;COMPRAVENTA;3906.58
1039001;CORONA DE AGUA;"CARRA, ADRIAN";01.01.1996;16;66;66;;ESCULTURA;PIEDRA;PIEDRA;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2250.79
1039002;FINAL DE UN OSCURO CAMINO;"SICRE MAQUEDA, GONZALO";01.01.1996;0;200;150;;PINTURA;LIENZO;OLEO;EXPRESIONISMO;Alta patrimonial;;COMPRAVENTA;2854.81
1039003;SIN TITULO;"DELGADO GIL-BERMEJO, JOSE MARI";01.01.1996;0;260;200;;PINTURA;OTROS;;;Alta patrimonial;;COMPRAVENTA;5108.60
1039004;SIN TITULO;"PUCH ORTA, GONZALO";01.01.1996;0;82;110;;FOTOGRAFIA;PAPEL;;INTERIOR;Alta patrimonial;;COMPRAVENTA;1502.53
1039005;EL VIAJERO ESTATICO;"ROJAS PEINADO, ANTONIO";;0;150;108;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;2253.80
1039006;ME MIRAS TU MUNDO?;"PAGOLA MARIN,JAVIER";01.01.1996;3;205;110;;PINTURA;PAPEL;OTROS;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;3606.07
1039007;SIN TITULO;"VARAS ALVAREZ, JORGE";01.01.1996;0;0;300;;ESCULTURA;MADERA;LEACRIL;SIMBOLICO;Alta patrimonial;;COMPRAVENTA;4207.08
1039008;D-DOLOR;"PEREZ CEBRIAN, TERESA";01.01.1996;5;47;145;;ESCULTURA;;OTROS;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;3606.07
1043533;SAN FELIX DE CANTALICIO;"SUAREZ, LORENZO";;0;159;223;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;9015.18
1043534;SAN F. DE CANT. RECIBIENDO EL NI�O JESUS;"SUAREZ, LORENZO";;0;154;225;;PINTURA;LIENZO;OLEO;;Cedido patrimonial;;COMPRAVENTA;11299.03
1044600;PAISAJE;"NIETO, ENRIQUE";01.01.1996;0;80;99;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;2253.80
1045060;SALINAS DE SAN PEDRO DEL PINATAR;"D�EZ DE REVENGA, TOM�S";01.01.0096;0;54;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;1220.05
1048764;RETRATO DE SU HIJO;"FLORES, PEDRO";01.01.1931;0;0;0;;PINTURA;GRABADO;;;Alta patrimonial;;DONACION;2103.54
1048765;RETRATO DE SU MUJER;"FLORES, PEDRO";01.01.1930;0;19;26;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;DONACION;2103.54
1048766;CATEDRAL DE NOTRE-DAME;"FLORES, PEDRO";01.01.1931;0;46;55;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;DONACION;9015.18
1048767;TORERO Y MAJA;"FLORES, PEDRO";01.01.1930;0;46;55;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;DONACION;12020.24
1048768;VISTA DE UNA CALLE DE MADRID;"FLORES, PEDRO";01.01.1945;0;32;37;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;DONACION;8113.66
1049300;PAISAJE DEL OISE;"EDUARDO, VICENTE";01.01.1820;0;24;18;;PINTURA;OLEO;TABLEX;;Alta patrimonial;;DONACION;1202.02
1049301;CLIENTES EN UN CAFE DE LA ROTONDA DE MONTPARNASE;"EDUARDO, VICENTE";01.01.1932;0;70;38;;PINTURA;OLEO;LIENZO;;Alta patrimonial;;DONACION;2103.54
1071090;SERIE MATORRALES I;"LOPEZ GARCIA-VASO, JOSE BLAS";;0;46;116;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;427.93
1072603;EL HUERTO DE LAS BOLAS;;01.01.1998;0;100;65;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;649.09
1073703;S.D;DESCONOCIDO;;0;0;0;;MUEBLE ARTISTICO;MADERA;;;Alta patrimonial;;COMPRAVENTA;3451.01
1073704;S.D;OO;;0;0;0;;MUEBLE ARTISTICO;MADERA;;;Alta patrimonial;;COMPRAVENTA;5054.51
1073705;BIEDER MELLER;OO;;0;0;0;;MUEBLE ARTISTICO;MADERA;;;Alta patrimonial;;COMPRAVENTA;1150.34
1073706;BIEDER MELLER;OO;;0;0;0;;MUEBLE ARTISTICO;MADERA;;;Alta patrimonial;;COMPRAVENTA;1150.34
1073707;S.D;OO;;0;0;0;;MUEBLE ARTISTICO;;;;Alta patrimonial;;COMPRAVENTA;662.32
1073876;FACHADA C. BELLUGA;"POZO, ANTONIO";10.05.1995;4;69;84;;DIBUJO;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;480.81
1077687;LEGADO ARTISTICO;"FLORES, PEDRO";;0;0;0;;LEGADO DE OBRAS Y BIENES DE U;;;;Baja;;COMPRAVENTA;63106.27
1079980;RETABLO CANTABRO DEL SIGLO XVIII;OO;;0;0;0;;RETABLO;MADERA;;;Alta patrimonial;;COMPRAVENTA;36060.73
1116506;MATRONA;"LOPEZ GULLON, AMANDO";;0;0;0;;OBJETO DE ARTE;MADERA;BRONCE;;Alta patrimonial;;COMPRAVENTA;118.52
1117160;LATERAL DE LA CATEDRAL;"DIAZ BAUTISTA, ANTONIO";;0;49;69;;PINTURA;PAPEL;ACUARELA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;752.95
1117274;BOLA V;OO;;0;0;0;;ESCULTURA;PAPEL;PAPEL;;Alta patrimonial;;COMPRAVENTA;2265.82
1117894;AFLUENCIAS;"LOPEZ GARCIA-VASO, JOSE BLAS";;0;120;190;;PINTURA;;MADERA;;Alta patrimonial;;COMPRAVENTA;1324.63
1118866;SD;SALINAS CORREAS;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;360.61
1119684;DE SUSPIROS TENGO LLENA EL ALMA;"GONZALEZ BELTRAN, MARIANO";;0;0;32;;ESCULTURA;BRONCE;BRONCE;;Alta patrimonial;;COMPRAVENTA;1359.49
1120993;VIRGEN DE ARRIXACA;"GONZALEZ MARCO,JOSE";;0;0;0;;ESCULTURA;MADERA;ESCAYOLA;;Alta patrimonial;;COMPRAVENTA;420.71
1154958;EL ESCONDITE;"FRANCO, FRANCIS";;0;89;130;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;2091.52
1157413;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157414;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157415;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157416;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157417;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157418;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157419;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157420;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157421;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157422;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157423;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157424;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157425;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157426;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157427;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157428;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157429;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157430;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157431;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157432;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157433;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157434;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157435;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157436;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157437;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157438;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157439;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157440;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157441;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157442;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157443;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157444;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157445;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157446;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157447;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157448;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157449;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
1157450;CUADROS MUNICIPIOS REGION DE MURCIA;"BOVET, MATEO";14.03.2001;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;174.29
