id_inventario,titulo,nombre_autor,fecha_creacion,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica,estado_patrimonial,usuario,alta,valor_adquisicion(euros)
1001517,GEMAS,"BALLESTER NAVARRO, MARIANO",01.01.1960,0.0,68.0,57.0,DESCONOCIDA,PINTURA,,OLEO,FIGURATIVO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,4507.59
1001518,RETRATO,"GARCIA FERNANDEZ, JOAQUIN",DESCONOCIDO,0.0,41.0,52.0,DESCONOCIDA,PINTURA,,OLEO,RETRATO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,9015.18
1001519,PLANO DE SAN FRANCISCO,"MU�OZ BARBERAN, MANUEL",DESCONOCIDO,0.0,73.0,54.0,DESCONOCIDA,PINTURA,,OLEO,PAISAJE,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,4808.1
1001520,TORSO DE DONCEL,"GONZALEZ MORENO, JUAN",DESCONOCIDO,13.0,22.0,62.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,DESNUDO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,3906.58
1001521,MODELO,"GONZALEZ MORENO, JUAN",DESCONOCIDO,0.0,20.0,30.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,FIGURATIVO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,601.01
1001522,MODELO,"GONZALEZ MORENO, JUAN",DESCONOCIDO,0.0,20.0,30.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,FIGURATIVO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,601.01
1001523,MUJER SENTADA,"TOLEDO TORRECILLAS, LUIS",DESCONOCIDO,10.0,17.0,29.0,DESCONOCIDA,ESCULTURA,,BRONCE,DESNUDO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,1202.02
1001524,MATRONA DEL ALMUDI,"FLORES, PEDRO",DESCONOCIDO,0.0,44.0,59.0,DESCONOCIDA,PINTURA,,OLEO,ALEGORICA,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,18030.36
1001525,EL ENCAPADO,"LEIRO, FRANCISCO",DESCONOCIDO,0.0,66.0,166.0,DESCONOCIDA,PINTURA,MADERA,,FIGURATIVO,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,34858.7
1001526,TITULO DESCONOCIDO,"TAPIES, ANTONI",DESCONOCIDO,0.0,66.0,100.0,DESCONOCIDA,PINTURA,,OTROS,SIN DEFINIR,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,10806.2
1001527,CARNET DE IDENTIDAD,EQUIPO CRONICA,DESCONOCIDO,0.0,77.0,112.0,DESCONOCIDA,SERIGRAFIA,PAPEL,OTROS,COMPOSICION,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,4008.75
1001528,ROSAL,"LOPEZ, ANTONIO",DESCONOCIDO,0.0,96.0,92.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,LAPIZ,PAISAJE,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,3485.87
1001529,EL ENCUENTRO,"LOPEZ HERNANDEZ, JULIO",DESCONOCIDO,22.0,28.0,47.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,2091.52
1001530,LOTURA,"CHILLIDA, EDUARDO",DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,1917.23
1001531,UNTERHOLTUNG,LIDO RICO,DESCONOCIDO,0.0,105.0,185.0,DESCONOCIDA,PINTURA,,OTROS,COMPOSICION,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,4690.9
1001532,TITULO DESCONOCIDO,"GOYENETXEA, BEGO�A",DESCONOCIDO,11.5,148.0,83.0,DESCONOCIDA,ESCULTURA,MADERA,,SIN DEFINIR,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,3183.11
1001533,DIOMEDES AYUDADO POR ATENEA HIERE A MARTE,"TEJEO, RAFAEL",01.01.1846,0.0,2.54,1.84,DESCONOCIDA,PINTURA,,OLEO,ALEGORICA,Alta patrimonial,SIN DEFINIR,COMPRAVENTA,75126.51
1001534,SERIE ESCENAS ESPA�OLAS. I.,"BAROJA, RICARDO",01.01.2008,0.0,21.5,13.5,DESCONOCIDA,PINTURA,PAPEL,GRABADO,FIGURATIVO,Cedido patrimonial,AYUNTAMIENTO DE LA UNION,COMPRAVENTA,240.4
1001535,SERIE ESCENAS ESPA�OLAS. II.,"BAROJA, RICARDO",DESCONOCIDO,0.0,21.5,13.5,DESCONOCIDA,PINTURA,,,FIGURATIVO,Cedido patrimonial,AYUNTAMIENTO DE LA UNION,COMPRAVENTA,240.4
1001536,SERIE ESCENAS ESPA�OLAS,"BAROJA, RICARDO",01.01.2008,0.0,21.5,13.5,DESCONOCIDA,OBRA GRAFICA,PAPEL,TINTA,COSTUMBRISMO,Cedido patrimonial,AYUNTAMIENTO DE LA UNION,COMPRAVENTA,240.4
