id_autor,id_usuario,titulo,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
2303,1,PAISAJE,0.0,60.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2304,1,RETRATO DE MUJER,0.0,49.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2305,1,CIUDAD MEDITERRANEA,0.0,119.5,90.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
1535,1,COMPOSICION,17.0,17.0,33.5,DESCONOCIDA,ESCULTURA,,PIEDRA,SIN DEFINIR
2306,1,DESNUDO DE MUJER,13.5,18.5,47.0,DESCONOCIDA,ESCULTURA,,BRONCE,DESNUDO
2307,1,CRISTO DE LA MISERICORDIA,0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,,,RELIGIOSA
2308,1,FIGURA FEMENINA,16.3,13.7,46.5,DESCONOCIDA,ESCULTURA,,BARRO,DESNUDO
2308,1,MARINERO,10.5,16.5,38.4,DESCONOCIDA,ESCULTURA,,BARRO,MARINA
2309,1,CABEZA DE NI�A,0.0,20.0,33.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,RETRATO
2309,1,DESNUDO FEMENINO,0.0,17.0,43.0,DESCONOCIDA,ESCULTURA,,YESO,DESNUDO
2309,1,DESNUDO FEMENINO (DESCANSO),0.0,25.0,37.0,DESCONOCIDA,ESCULTURA,,ESCAYOLA,DESNUDO
2310,1,BUSTO FEMENINO,26.0,30.5,45.0,DESCONOCIDA,ESCULTURA,,MADERA,SIN DEFINIR
2311,1,DESNUDO DE MUJER,31.0,31.5,62.0,DESCONOCIDA,ESCULTURA,,MARMOL,COMPOSICION
2311,1,MATERNIDAD,40.0,45.0,178.0,DESCONOCIDA,ESCULTURA,,PIEDRA,ALEGORICA
2311,1,ERECCION,45.0,115.0,61.0,DESCONOCIDA,ESCULTURA,,MARMOL,ALEGORICA
1801,1,COMPOSICION ACADEMICA,0.0,110.0,118.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2313,1,ROMERIA,9.5,100.0,68.0,DESCONOCIDA,ESCULTURA,,BARRO,COSTUMBRISMO
1801,1,EL VALLE,0.0,70.0,47.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2314,1,MOLITO 2,60.0,33.0,148.0,DESCONOCIDA,ESCULTURA,,PIEDRA,COMPOSICION
2134,1,JARDIN BOTANICO,0.0,53.0,65.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
1804,1,CAPERUCITA,0.0,80.0,100.0,DESCONOCIDA,PINTURA,TABLEX,ACRILICO,ALEGORICA
2090,1,ARLEQUIN,0.0,59.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
1805,1,PATIO,0.0,60.0,88.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2317,1,BA�OS,0.0,46.0,28.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2317,1,VISTA DEL PUERTO DE CARTAGENA,0.0,49.0,30.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2317,1,BARCOS DE GUERRA,0.0,95.0,57.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,MARINA
2318,1,OXFORD,0.0,39.0,55.0,DESCONOCIDA,DIBUJO,PAPEL,OTROS,PAISAJE
2319,3,PAISAJE,0.0,230.0,220.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,COMPOSICION
2320,1,PAISAJE CON CABRAS,0.0,74.0,57.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2320,1,PAISAJE DE MAZARRON,0.0,71.5,54.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2321,1,PARTO,0.0,179.0,190.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
1811,1,ANCIANO SENTADO,0.0,68.5,94.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1812,1,PAISAJE,0.0,44.5,37.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
1813,1,PAISAJE,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2252,1,COSTURERAS I,0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,GENERO
2252,1,PAISAJE CON MONTA�AS,0.0,21.0,26.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2325,1,BOCA ROJA,0.0,64.5,80.0,DESCONOCIDA,PINTURA,PAPEL,,FIGURATIVO
2252,1,PAISAJE MONTA�OSO,0.0,23.8,33.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1815,1,ABSTRACCION,0.0,81.0,60.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
2075,1,LA CATEDRAL VISTA POR ZURBARAN,0.0,195.0,260.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
1535,1,BARGUE�O,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,MADERA,,SIN DEFINIR
1816,1,COMPOSICION CON COPA,0.0,44.0,53.0,DESCONOCIDA,PINTURA,,,SIMBOLICO
1721,1,BASTRACCION EN ROJO,0.0,350.0,201.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
1535,1,RETABLO DE SAN RAFAEL,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,MADERA,,RELIGIOSA
1535,1,CABEZA INFANTIL,22.0,22.0,34.0,DESCONOCIDA,ESCULTURA,ESCAYOLA,,RETRATO
2299,1,FIGURA FEMENINA,0.0,31.0,106.0,DESCONOCIDA,ESCULTURA,ARCILLA,OTROS,FIGURATIVO
1535,1,CRISTO DE LA SALUD,0.0,170.0,225.0,DESCONOCIDA,ESCULTURA,MADERA,OTROS,RELIGIOSA
1535,1,CRISTO RESUCITADO,50.0,80.0,150.0,DESCONOCIDA,ESCULTURA,MADERA,OTROS,RELIGIOSA
1535,1,ECCE HOMO,0.0,0.0,144.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
1535,1,CRUCIFICADO,0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,MADERA,OTROS,SIN DEFINIR
1535,1,CABEZA DE SANTO,21.0,19.0,37.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
2291,1,TORSO,20.5,21.3,28.0,DESCONOCIDA,ESCULTURA,MARMOL,,COMPOSICION
2134,1,PAISAJE DE ALHAMA,0.0,100.0,81.0,DESCONOCIDA,PINTURA,TABLERO AGLOMERADO/CONTRACHAP.,OLEO,PAISAJE
2134,1,ARBOLES,0.0,31.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2134,1,PAISAJE,0.0,48.0,31.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2134,1,RETRATO DE MUJER,0.0,49.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2134,1,SAINT-TROPEZ,0.0,53.5,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2134,1,CASAS,0.0,58.5,74.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2328,1,PAISAJE HUERTANO,0.0,32.5,40.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2329,1,ALEGORIA DE LAS OBRAS PIAS DEL CARDENALA,0.0,215.0,271.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
2199,1,LA TABACOSA,0.0,43.0,53.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2330,1,RETRATO DE NI�O,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2330,1,NOBLEZA Y LEALTAD,0.0,50.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
2138,1,VENUS DE VELAZQUEZ,0.0,65.5,41.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2138,1,RETRATO DE MUJER,0.0,39.0,47.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
2138,3,CASA HUERTANA DEL MALECON,0.0,64.0,54.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2330,1,FANTASIA SOBRE MOTIVOS DE MURCIA,0.0,190.0,99.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
2330,1,MELANCOLIA,0.0,16.0,21.5,DESCONOCIDA,PINTURA,MADERA,OLEO,GENERO
2330,1,HOMBRE ASOMADO A LA VENTANA,0.0,16.0,21.5,DESCONOCIDA,PINTURA,MADERA,OLEO,GENERO
2199,1,MUJERES EN EL MERCADO,0.0,66.0,48.0,DESCONOCIDA,PINTURA,TABLEX,LIENZO,GENERO
2199,1,COMPOSICION SOBRE LA TORRE,0.0,32.0,25.0,DESCONOCIDA,PINTURA,OTROS,OTROS,BODEGON
2332,3,PERSONAJE A CONTRALUZ,0.0,130.0,162.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,COMPOSICION
2333,1,LA MUERTE SALE AL ENCUENTRO,0.0,34.0,49.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,SIMBOLICO
2240,1,ANEMONA,0.0,100.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2070,1,PAISAJE DEL VALLE,0.0,85.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2070,1,EL VALLE,0.0,110.0,75.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2240,1,CORONA DE ESPINAS,0.0,100.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2095,3,PAISAJE MONTA�OSO,0.0,55.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2334,1,ABSTRACCION,0.0,84.0,101.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
1824,1,AMANECER,0.0,46.0,27.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1743,1,PAISAJE RURAL,0.0,45.5,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1825,1,RETRATO OBISPO D. JUAN MATEO SALAMANCA,0.0,102.0,136.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2185,1,GITANA CON CARACOLA,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2185,1,MARINERO (TRETORNO),0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2337,1,JOSE LEDESMA,0.0,72.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1827,3,PAISAJE,0.0,75.0,49.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2049,1,PAISAJE DE FLORES Y ARBOLES,0.0,61.0,46.9,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2049,1,TRIGALES,0.0,63.0,48.0,DESCONOCIDA,PINTURA,PAPEL,TEMPERA,PAISAJE
2339,1,PAISAJE DE YECLA,0.0,65.0,54.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2192,1,RETRATO DE MUJER,0.0,38.0,46.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
1829,1,LOS SEGADORES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,MADERA,,FIGURATIVO
2247,1,COMPOSICION,0.0,34.0,32.0,DESCONOCIDA,PINTURA,PAPEL,,SIN DEFINIR
2185,1,PAISAJE MARINO,0.0,30.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,MARINA
2341,1,ECCE HOMO,0.0,105.0,153.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2221,1,PAISAJE MARITIMO,0.0,104.0,73.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2221,1,CASTILLEJO DE MONTEAGUDO,0.0,32.0,23.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2103,1,ARLEQUINES,0.0,32.0,50.0,DESCONOCIDA,PINTURA,OTROS,TINTA,FIGURATIVO
2103,1,FIGURA,0.0,183.0,122.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,FIGURATIVO
2103,1,FIGURA CON CARACOL,0.0,80.0,12.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,FIGURATIVO
2103,1,MUJER,0.0,64.5,50.5,DESCONOCIDA,PINTURA,MADERA,OTROS,FIGURATIVO
2342,1,EVA CRUCIFICADA,0.0,165.0,140.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,FIGURATIVO
2343,1,VISTA DE RIO,0.0,32.0,25.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2344,1,FRANCISCO GARCIA VILLALBA MOLIN 1934-35,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2344,1,ALFONSO PALAZON CLEMARES 1932-34,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2343,1,VISTA DE CALLE,0.0,21.0,31.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2345,1,BODEGON,0.0,52.0,62.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2344,1,DIONISIO ALCARAZ MAZON 1918-19 1946-49,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2141,1,FIGURA SENTADA,0.0,146.0,114.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,EXPRESIONISMO
2344,1,JOSE MAESTRE PEREZ,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2141,1,CABEZA FEMENINA,0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,EXPRESIONISMO
2344,1,TEODORO DANIO ALBA,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2141,1,FIGURAS,0.0,65.0,21.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,GENERO
2344,1,JOSE LOSTAU GOMEZ DE MEMBRILLERA 1924-26,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1688,1,COMPOSICION,0.0,32.0,45.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,SIMBOLICO
1688,1,JUDIO ALEJANDRINO,0.0,38.0,48.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2347,1,OTO�O MURCIANO,0.0,44.0,26.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2347,1,RETRATO,0.0,100.0,120.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2348,1,PAISAJE CON ARBOLES,0.0,29.0,37.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
1838,1,PAISAJE,0.0,92.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2350,1,DON QUIJOTE,0.0,60.0,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2351,1,SAN PATRICIO DE LORCA,0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2344,1,RETRATO DE MUJER,0.0,72.0,101.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2352,1,BODEGON,0.0,45.0,37.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
2344,1,MONTEAGUDO,0.0,59.0,77.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2207,1,AMARILLO VERTICAL X,0.0,200.0,200.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
2344,1,RETRATO,0.0,52.5,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2207,1,COMPOSICION,0.0,200.0,200.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2051,1,INUNDACIONES DE LA HUERTA EN EL D�A DE..,0.0,65.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2353,1,MARINA,0.0,223.0,168.5,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
2354,1,PAISAJE HUERTANO,0.0,42.0,30.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2355,1,BODEGON IBERICO,0.0,220.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
1845,1,PLACIDEZ AL ATARDECER,0.0,54.0,30.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,MARINA
2344,1,GASPAR DE LA PE�A ABELLAN 1971-1973,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2051,1,RETRATO DE MUJER,0.0,132.0,232.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
1846,1,TIERRAS DE MULA,0.0,20.0,20.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,PAISAJE
2344,1,MANUEL UNANA FERNANDEZ 1935-1936,0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
1846,1,TIERRAS DEL CAMPO DE CARTAGENA,0.0,20.0,20.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
2051,1,ANTONIO REVERTE 1958-1962,0.0,20.0,20.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,RETRATO
2085,1,HOMBRE DESPERTANDO,0.0,32.0,25.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,EXPRESIONISMO
2358,1,BODEGON,0.0,49.0,43.0,DESCONOCIDA,PINTURA,OTROS,OLEO,BODEGON
1535,1,ABSTRACCION,0.0,49.0,71.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
2110,3,VISTA DEL PUENTE,0.0,64.0,53.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2238,1,PANOCHAS,0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
1848,1,JARDIN BOT�NICO,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2238,1,CODORNIZ,0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
2238,1,CODORNIZ,0.0,40.5,33.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
2360,1,COMPOSICI�N,0.0,61.0,41.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
2238,1,LA MADRE TIERRA,0.0,298.0,2254.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIMBOLICO
2360,1,COMPOSICION,0.0,60.0,43.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
2361,1,JAULA CON PAJARO,0.0,38.0,51.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
2050,1,RESURRECCI�N HIPERC�BICA,0.0,130.0,130.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
2050,1,RASTROJOS,0.0,116.0,89.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2362,1,SAN JUAN EN APTMOS,0.0,38.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2091,1,SODOMA Y GOMORRA,0.0,390.0,194.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
2050,1,CIRCO,0.0,82.0,61.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,GENERO
2362,1,SAN JUAN BAUTISTAS,0.0,38.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
2253,1,BARCAS,0.0,53.5,36.0,DESCONOCIDA,PINTURA,OTROS,OLEO,MARINA
2363,1,EN CAVERNAS DE PENUMBRA,0.0,130.0,162.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
2364,1,CAIDA,0.0,79.0,99.0,DESCONOCIDA,PINTURA,OLEO,OTROS,COMPOSICION
1749,1,PAISAJE,0.0,43.5,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2344,1,FLORES EN LA PLAYA,0.0,55.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2051,1,PAISAJE,0.0,50.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2237,1,LOS LODOS DEL MAR MENOR,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2238,1,PAISAJE,0.0,60.0,73.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2056,1,LAS BU�OLERAS DE LA ADUANA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2238,1,NI�A,0.0,67.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2237,1,LIMONEROS,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2056,1,LA HILA DE LA HIJUELA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2056,1,LOS CONSUMOS DEL ROLLO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2238,1,TORERO,0.0,30.0,50.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,RETRATO
2237,1,ROMERIA DE LA FUENSANTA EN EL PUENTE VIE,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2056,1,EL CIELO DE LOS ROMANCES,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2238,1,GIRASOL,0.0,35.0,39.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
2056,1,EL MERCADO DE GRANOS Y PALOMOS EN EL ALM,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2238,1,BARCA,0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
2068,1,PAISAJE RURAL,0.0,85.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2365,1,AMANECER SOBRE EL MAR,0.0,60.0,34.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2238,1,PAJARO,0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
1855,1,CASA DE LA ALBERCA,0.0,21.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2238,1,ALCACHOFAS,0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
2068,1,CAMPOS DE MAZARRON,0.0,99.5,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1856,1,FACHADA Y TORRE DE LA CATEDRAL,0.0,110.0,92.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2110,1,RETRATO DE MUJER SIN BOCA,0.0,46.0,36.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2238,1,FRUTERO CON HIGOS,0.0,37.5,50.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
2368,1,CALLE,0.0,99.0,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2053,1,MONASTERIO DE LAS CLARAS,0.0,62.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2053,1,PAISAJE URBANO,0.0,100.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2053,1,MA�ANA DEL VIERNES SANTO EN LA PLAZA DE,0.0,92.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
2053,1,LA CORNISA DEL RIO,0.0,62.0,40.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2053,1,PUESTO DE CHURROS,0.0,129.5,98.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
1858,6,CEMENTERIO,0.0,65.5,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
1859,1,ESCUDO NACIONAL,0.0,27.0,33.0,DESCONOCIDA,PINTURA,TINTA,OTROS,HERALDICA
1860,1,CALLE DE PUEBLO,0.0,31.0,40.0,DESCONOCIDA,PINTURA,OLEO,TABLEX,COSTUMBRISMO
2056,1,LAS PARRANDAS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,COSTUMBRISMO
2372,1,ISABEL II,0.0,148.0,228.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,RETRATO
2237,1,ENTIERRO DE LA SARDINA,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2238,1,GITANA,0.0,37.0,52.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
2056,1,LOS INOCENTES,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2237,1,BANDO DE LA HUERTA,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2056,1,BARBERIA DE SAN JUAN,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2237,1,LOS CABALLOS DEL VINO,0.0,47.0,38.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2237,1,VISTA DE CARTAGENA SUBMARINO PERAL,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2056,1,EL ORGANILLERO,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2056,1,LOS MOLINEROS DEL MALECON,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2238,1,COMPOSICION,0.0,150.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,INTERIOR
2056,1,SAN BLAS EN SANTA EULALIA,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2237,1,JUMILLA VENDIMIA,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
2056,1,EL VENDEDOR DE NARANJAS,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
1862,1,ANTIGUA DIPUTACION PROVINCIAL DE MURCIA,0.0,51.0,42.0,DESCONOCIDA,PINTURA,MADERA,OTROS,PAISAJE
2056,1,REUNION DE LOS ARTISTAS DE MI GENERACION,0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
2374,1,MARINA,0.0,116.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
2375,1,PERSONAJES: A MIGUEL HERNANDEZ,0.0,122.0,122.0,DESCONOCIDA,PINTURA,TABLEX,ACRILICO,COMPOSICION
2376,1,TIRO DE PICH�N DE ESPINARDO,0.0,48.0,35.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
2237,1,EL MAR MENOR,0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
