id_autor,id_usuario,titulo,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
2178,1,VALLE,0.0,76.0,55.4,DESCONOCIDA,PINTURA,MADERA,ACRILICO,PAISAJE
2179,1,MANOLETE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1669,1,FLORES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1669,1,FLORES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1670,1,DESNUDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2182,1,"NO, CINCO VECES",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2079,1,ESTUDIO DE FIGURAS AL AIRE LIBRE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2079,1,ESTUDIO DE FIGURAS AL AIRE LIBRE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2085,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1631,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2076,1,LA TARDE AZUL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2076,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2076,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2085,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1631,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2085,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2183,1,FLORES,0.0,35.0,24.0,DESCONOCIDA,PINTURA,,,COMPOSICION
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,SERIE FLORAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,SERIES FLORALES DE INTERPRET. ABASTRACTA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,SERIE FLORAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,SERIE FLORAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,SERIE FLORAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2119,1,LORCA DESDE LA SRA. DE LA ALMENARA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2184,1,KAMARRUPA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,MINEROS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2094,1,ENSO�ACION,0.0,0.0,0.0,DESCONOCIDA,TAPIZ,,,SIN DEFINIR
2186,1,AUTORRETRATO DE VAN GOGH,0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
2093,1,EL RIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1676,1,PAISAJE DE MURCIA,0.0,0.0,0.0,DESCONOCIDA,DIBUJO,,,SIN DEFINIR
2186,1,SENADORES,0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
2093,1,HUERTA DE BLANCA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2093,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2093,1,OJOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2188,1,LINGERIG BELOW,0.0,86.0,88.0,DESCONOCIDA,PINTURA,PAPEL,LIENZO,PAISAJE
1584,1,TITULO DESCONOCIDO,0.0,120.0,120.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,SIN DEFINIR
2190,1,VENDIMIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2190,1,VENDIMIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,82.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
2191,1,NOCTAMBULOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,ALEGORIA MEDITERRANEA,0.0,855.0,220.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
2141,1,REFLEXION PARA UN SUE�O MEDITERRANEO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2186,1,MUCHACHA,0.0,32.0,70.0,DESCONOCIDA,ESCULTURA,MADERA,SIN DEFINIR,FIGURATIVO
2186,1,MUJER RECOSTADA,0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
2186,1,MADRE,0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
2098,1,MATERNIDAD,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,LA MANGA DEL MAR MENOR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2192,1,TITULO DESCONOCIDO,0.0,100.0,73.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2192,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,FLORES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,SOLEDAD,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2119,1,PAISAJE DE LA SIERRA DE EL GABAR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1682,1,CABALLOS DEL VINO (CARAVACA),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2053,1,PAYASO ALEGRE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2076,1,MARINA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2185,1,BARCA VARADA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2194,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2195,1,MONTES SEMBRADOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2103,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2103,1,CABALLO DE BASTOS,0.0,45.0,80.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,COMPOSICION
2196,1,PLAZA DE LOS HEROES DE CAVITE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2084,1,"TORRES DE SAN NICOLAS MURCIA,CUESTA DENA",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1686,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2190,1,MATERNIDAD,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2198,1,RINCON DE ESTUDIO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2090,1,PAISAJE CON FIGURAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2192,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2192,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2192,1,AUTORRETRATO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2199,1,ARANDANO ROJO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2200,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,CUANTO AMO A VALLE-INCLAN,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,SALUDANDO A BERTOLI BRENCHT,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,ASI VEIA CERVANTES A DULCINEA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,PERSONAJE PARA UNA REPRESENTACION,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,FIESTA SIMBOLO Y PAGANISMO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,HOMENAJE A LA TRADICION Y AL SIMBOLO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,FIESTA SIMBOLO Y PAGANISMO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,HOMENAJE A KAFKA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,PRIMER MOVIMIENTO PARA UN PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,FIESTA SIMBOLO Y PAGANISMO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2201,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2053,1,CALLE MAYOR,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2069,1,LA FLOR DE LA CA�A,0.0,50.0,61.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
2202,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2069,1,MUJER CON FLORES,0.0,54.0,73.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
2053,1,LORCA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2053,1,SANTUARIO VIRGEN DE LAS HUERTAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2069,1,EL RAYO AMARILLO,0.0,130.0,89.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
2053,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2107,1,MASCARAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2069,1,MASCARAS,0.0,81.0,65.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,FIGURATIVO
1692,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2053,1,EN TORNO A LA VIEJA CATEDRAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,ANGELES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,NOCTURNO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,CABEZA DE ANGEL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2115,1,ENTRADA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2205,1,OTO�O VERTICAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2056,1,IGLESIA (TRAFALGAR SQUARE),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2056,1,AUTORRETRATO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2206,1,MUJER,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2105,1,JARRA DE ALCORA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2206,1,MUJER SENTADA,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2054,1,MUJER EN BRONCE,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
2105,1,BODEGON CON ABANICO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2112,1,APROXIMACION AL SOL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2072,1,BODEGON DE FLORES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2081,1,FOSO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2081,1,CAZORLA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2081,1,PENTIMIENTO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2081,1,SOMBRAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1686,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2207,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1697,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,"FIESTA, SIMBOLO Y PAGANISMO",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,PERSONAJE DEL SURESTE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2209,1,OTO�O MURCIANO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,"FIESTA, SIMBOLO Y PAGANISMO (BOCETO)",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,FIGURA MEDITERRANEA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,CON LA SALIDA DEL ALBA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,PERSONAJE PARA TRIO MUSICAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2210,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2211,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,ALEGORIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,LA PLURALIDAD DEMOCRATICA SOSTENIENDO...,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,LA LIBERTAD,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2068,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2212,1,EJERCICIO DE MEMORIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2082,1,ARENAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2068,1,PAISAJE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2051,1,OCASO EN EL PUERTO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2213,1,EN LA CALLE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,TRES MUJERES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2196,1,MUCHACHO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1703,1,MANCHA FLORAL,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2215,1,PUENTE VIEJO DE MURCIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2198,1,MANTEL CON FRUTOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2216,1,PENUMBRA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2115,1,LA VENTANA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1692,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,ESCULTURA,,,SIN DEFINIR
1703,1,MONTES ALAYOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1703,1,JARDINES BELLAS ARTES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1573,1,AYUNTAMIENTO DE LORCA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2216,1,ZONA UMBRIA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2216,1,EVOCACION,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,TE OFREZCO MI PENSAMIENTO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2204,1,LA DAMA DEL CAMAFEO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2219,1,LA FRAGUA DE LA COMERENCIA,0.0,69.0,116.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
2219,1,DE LA SITUACION EN TIEMPO PRESENTE,0.0,90.0,150.0,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
2220,1,NO SE QUE HACER,0.0,100.0,63.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,DESNUDO
2221,1,CROCCE,0.0,210.0,210.0,DESCONOCIDA,PINTURA,MADERA,ARCILLA,SIN DEFINIR
2082,1,LA VENECIOLA-LA MANGA,0.0,130.0,162.0,DESCONOCIDA,PINTURA,TELA,OLEO,PAISAJE
2082,1,RETRATO EX PRESIDENTE ANTONIO PEREZ C.,0.0,92.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
2222,1,FIESTA DEL DRAGON,0.0,100.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,ALEGORICA
2076,1,NOCTURNO,0.0,99.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
2141,1,LA TARDE Y EL CANTO,0.0,49.0,69.0,DESCONOCIDA,PINTURA,PAPEL,TECNICA MIXTA,SIN DEFINIR
1712,1,THE GIPSIEN QUARTET GRANADA,0.0,25.0,17.5,DESCONOCIDA,GRABADO,PAPEL,TINTA,COSTUMBRISMO
2224,3,TITULO DESCONOCIDO,0.0,39.0,39.0,DESCONOCIDA,FOTOGRAFIA,,,FIGURATIVO
2225,3,TITULO DESCONOCIDO,0.0,29.3,29.8,DESCONOCIDA,FOTOGRAFIA,PAPEL,OTROS,COMPOSICION
2225,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2225,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2225,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2224,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2224,3,PAPER PLACE,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2224,3,PAJARO MUERTO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2224,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2224,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2135,3,RAYAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2211,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2098,1,"SERIE ""ANGELES""",0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2053,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
1535,1,"APOLO, VENUES Y CUPIDO",0.0,24.5,32.5,DESCONOCIDA,PINTURA,PAPEL,SIN DEFINIR,ALEGORICA
2086,1,FINALES DE OCTUBRE,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2135,1,VIOLIN 22160,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2134,1,HOMBRE DE LA ESTRELLA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1573,1,TIESTOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,ARCA DE MADERA CIRCA 1680,45.9,122.3,64.4,DESCONOCIDA,MUEBLE ARTISTICO,MADERA,,SIN DEFINIR
1535,1,ARCA DE MADERA DE ROBLE CIRCA 1680,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,SILLON DE MADERA DE ROBLE SIGLO XIX,0.0,0.0,0.0,DESCONOCIDA,MUEBLE ARTISTICO,,,SIN DEFINIR
1535,1,PRESENTACION DEL HEREDERO AL P�EBLO,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1535,1,VUE GENERALE DE LA VILLA DE LONDRES,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
1535,1,VUE PERSPECTIVA DU PONT DE LA TRENITE,0.0,0.0,0.0,DESCONOCIDA,GRABADO,,,SIN DEFINIR
2226,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2227,1,SOMBRA,0.0,200.0,220.0,DESCONOCIDA,PINTURA,TELA,TECNICA MIXTA,SIN DEFINIR
2228,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2229,4,SHADOW LINE,0.0,200.0,160.0,DESCONOCIDA,PINTURA,TELA,OLEO,SIN DEFINIR
2230,1,DESNUDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1720,1,TITULO DESCONOCIDO,0.0,190.0,244.0,DESCONOCIDA,PINTURA,TABLEX,OTROS,SIN DEFINIR
1721,1,GAITERO,0.0,48.5,69.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,FIGURATIVO
2233,3,RAZON Y SUE�O DE CABALLOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1723,1,FACHADA VIEJA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2077,1,COMPOSICION,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1723,1,CEHEGIN,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2137,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2137,1,DESFILE DEL ENTIERRO DE LA SARDINA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2103,1,FIGURAS,0.0,0.0,0.0,DESCONOCIDA,DIBUJO,,,SIN DEFINIR
2219,1,EL SUE�O DE LA REALIDAD,0.0,0.0,0.0,DESCONOCIDA,FOTOGRAFIA,,,SIN DEFINIR
2135,1,TITULO DESCONOCIDO,0.0,65.0,65.0,DESCONOCIDA,PINTURA,LINO,OLEO,SIN DEFINIR
2135,1,TITULO DESCONOCIDO,0.0,195.0,195.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,COMPOSICION
2079,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2135,1,PAISAJE,0.0,35.5,23.5,DESCONOCIDA,PINTURA,OLEO,TABLEX,PAISAJE
2202,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1724,3,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2236,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2237,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2103,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,OTROS,MADERA,,SIN DEFINIR
2103,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,OTROS,,,SIN DEFINIR
2238,3,TITULO DESCONOCIDO,0.0,600.0,800.0,DESCONOCIDA,FRESCO,YESO,TEMPLE,COSTUMBRISMO
2238,3,TITULO DESCONOCIDO,0.0,600.0,800.0,DESCONOCIDA,FRESCO,YESO,TEMPLE,COSTUMBRISMO
2086,1,NATURALEZA MUERTA,0.0,100.0,82.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COMPOSICION
1535,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1728,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
1535,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2240,1,SIN TITULO (MURAL),0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2241,1,NI�OS JUGANDO,0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
2103,1,TITULO DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,FRESCO,,,SIN DEFINIR
2242,1,MANZANAS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2141,1,CABEZA,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2076,1,EL CIELO DORADO,0.0,195.5,130.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,EXPRESIONISMO
2238,1,CASA DE ESPINARDO,0.0,50.0,61.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,PAISAJE
2238,1,PUERTA DEL PERDON,0.0,39.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
2113,1,PIGMENTOS,0.0,0.0,0.0,DESCONOCIDA,PINTURA,,,SIN DEFINIR
2115,1,PUERTA III,0.0,150.0,215.0,DESCONOCIDA,PINTURA,LIENZO,TECNICA MIXTA,PAISAJE
